open_day,hedge_stock,action,stock,new_allocation$,new_quantity,open_price,signal,close_day,close_price,close_type,sector
60,ARE,long to hedge,CMA,182.0606907,2.303108042,79.05,-99,-99,-99,,Finance
60,ARE,long to hedge,CME,7.3295029,0.038574301,190.01,-99,-99,-99,,Finance
60,ARE,long to hedge,CNA,42.55042445,0.921403734,46.18,-99,-99,-99,,Finance
60,ARE,long to hedge,COF,102.6403682,1.187417494,86.44,-99,-99,-99,,Finance
60,ARE,long to hedge,CONE,407.9728012,7.720908426,52.84,-99,-99,-99,,Finance
60,ARE,long to hedge,COR,323.7690716,3.478022039,93.09,-99,-99,-99,,Finance
60,ARE,long to hedge,CPT,193.8393263,2.064316574,93.9,-99,-99,-99,,Finance
60,ARE,long to hedge,CUBE,182.4736842,6.016277091,30.33,-99,-99,-99,,Finance
60,ARE,long to hedge,CXP,173.4930787,8.050722912,21.55,-99,-99,-99,,Finance
60,ARE,long to hedge,DEI,256.0443561,7.247222081,35.33,-99,-99,-99,,Finance
60,ARE,long to hedge,DFS,273.4855244,3.974502607,68.81,-99,-99,-99,,Finance
60,ARE,long to hedge,DLR,464.2220613,4.250728517,109.21,-99,-99,-99,,Finance
60,ARE,long to hedge,DRE,288.1589171,10.18949495,28.28,-99,-99,-99,,Finance
60,ARE,long to hedge,ELS,264.2494847,2.70581082,97.66,-99,-99,-99,,Finance
60,ARE,long to hedge,EPR,238.0800785,3.365089448,70.75,-99,-99,-99,,Finance
60,ARE,long to hedge,EQC,284.8766552,9.192534856,30.99,-99,-99,-99,,Finance
60,ARE,long to hedge,EQIX,537.9205729,1.404895852,382.89,-99,-99,-99,,Finance
60,ARE,long to hedge,EQR,242.9930019,3.496302186,69.5,-99,-99,-99,,Finance
60,ARE,long to hedge,ERIE,0,0,131.46,-99,-99,-99,,Finance
60,ARE,long to hedge,ESRT,185.9851156,12.11629418,15.35,-99,-99,-99,,Finance
60,ARE,long to hedge,ESS,217.7432122,0.841552184,258.74,-99,-99,-99,,Finance
60,ARE,long to hedge,ETFC,127.7863057,2.516964855,50.77,-99,-99,-99,,Finance
60,ARE,long to hedge,EV,102.845365,2.473433501,41.58,-99,-99,-99,,Finance
60,ARE,long to hedge,EVR,107.4924484,1.346685647,79.82,-99,-99,-99,,Finance
60,ARE,long to hedge,EWBC,220.6003289,4.305236707,51.24,-99,-99,-99,,Finance
60,ARE,long to hedge,EXR,211.3086388,2.274826556,92.89,-99,-99,-99,,Finance
60,ARE,long to hedge,FAF,81.46657215,1.755366778,46.41,-99,-99,-99,,Finance
60,ARE,long to hedge,FCE.A,0,0,25.27,-99,-99,-99,,Finance
60,ARE,long to hedge,FCNCA,175.2765594,0.410406855,427.08,-99,-99,-99,,Finance
60,ARE,long to hedge,FHB,175.79403,7.057167002,24.91,-99,-99,-99,,Finance
60,ARE,long to hedge,FHN,223.6899733,13.82509106,16.18,-99,-99,-99,,Finance
60,ARE,long to hedge,FITB,263.6829533,9.838916168,26.8,-99,-99,-99,,Finance
60,ARE,long to hedge,FNB,246.5120235,20.38974553,12.09,-99,-99,-99,,Finance
60,ARE,long to hedge,FNF,132.3714212,4.054254859,32.65,-99,-99,-99,,Finance
60,ARE,long to hedge,FRC,78.90951281,0.841521945,93.77,-99,-99,-99,,Finance
60,ARE,long to hedge,FRT,361.2999977,2.798388953,129.11,-99,-99,-99,,Finance
60,ARE,long to hedge,GLPI,216.3172359,6.49406292,33.31,-99,-99,-99,,Finance
60,ARE,long to hedge,GS,81.45686994,0.422932866,192.6,-99,-99,-99,,Finance
60,ARE,long to hedge,HBAN,233.0899677,16.16435282,14.42,-99,-99,-99,,Finance
60,ARE,long to hedge,HCP,187.1579465,6.48502933,28.86,-99,-99,-99,,Finance
60,ARE,long to hedge,HGV,9.047746438,0.308060825,29.37,-99,-99,-99,,Finance
60,ARE,long to hedge,HHC,95.17850702,0.877949516,108.41,-99,-99,-99,,Finance
60,ARE,long to hedge,HIG,134.3067577,3.028337264,44.35,-99,-99,-99,,Finance
60,ARE,long to hedge,HIW,468.7803648,10.8338425,43.27,-99,-99,-99,,Finance
60,ARE,long to hedge,HPP,436.5727928,14.49444863,30.12,-99,-99,-99,,Finance
60,ARE,long to hedge,HPT,175.8121215,6.689958961,26.28,-99,-99,-99,,Finance
60,ARE,long to hedge,HST,46.70634416,2.453064294,19.04,-99,-99,-99,,Finance
60,ARE,long to hedge,HTA,255.3257751,9.345745794,27.32,-99,-99,-99,,Finance
60,ARE,long to hedge,IBKR,61.23287011,1.183930203,51.72,-99,-99,-99,,Finance
60,ARE,long to hedge,ICE,15.9394832,0.200926298,79.33,-99,-99,-99,,Finance
60,ARE,long to hedge,INVH,43.84551447,2.103911443,20.84,-99,-99,-99,,Finance
60,ARE,long to hedge,IRM,135.7352399,4.167492783,32.57,-99,-99,-99,,Finance
60,ARE,long to hedge,IVZ,15.05879089,0.748077044,20.13,-99,-99,-99,,Finance
60,ARE,long to hedge,JBGS,43.46543376,1.088268246,39.94,-99,-99,-99,,Finance
60,ARE,long to hedge,JEF,121.703177,5.79538938,21,-99,-99,-99,,Finance
60,ARE,long to hedge,JLL,28.82158099,0.208263465,138.39,-99,-99,-99,,Finance
60,ARE,long to hedge,JPM,103.095336,0.957779041,107.64,-99,-99,-99,,Finance
60,ARE,long to hedge,KEY,195.585968,10.8357877,18.05,-99,-99,-99,,Finance
60,ARE,long to hedge,KIM,113.0419664,7.288327945,15.51,-99,-99,-99,,Finance
60,ARE,long to hedge,KRC,545.3127785,8.0691444,67.58,-99,-99,-99,,Finance
60,ARE,long to hedge,L,91.87131029,1.942311,47.3,-99,-99,-99,,Finance
60,ARE,long to hedge,LAMR,42.89305949,0.582865328,73.59,-99,-99,-99,,Finance
60,ARE,long to hedge,LAZ,60.26117518,1.552322905,38.82,-99,-99,-99,,Finance
60,ARE,long to hedge,LM,134.0498493,4.740093681,28.28,-99,-99,-99,,Finance
60,ARE,long to hedge,LNC,62.62966606,1.023360557,61.2,-99,-99,-99,,Finance
60,ARE,long to hedge,LPLA,84.584094,1.38617001,61.02,-99,-99,-99,,Finance
60,ARE,long to hedge,LPT,112.0805924,2.56536032,43.69,-99,-99,-99,,Finance
60,ARE,long to hedge,LSI,244.235111,2.537507647,96.25,-99,-99,-99,,Finance
60,ARE,long to hedge,MA,42.31392774,0.22548187,187.66,-99,-99,-99,,Finance
60,ARE,long to hedge,MAA,271.7306965,2.687741805,101.1,-99,-99,-99,,Finance
60,ARE,long to hedge,MAC,79.25444446,1.626399435,48.73,-99,-99,-99,,Finance
60,ARE,long to hedge,MCY,5.123080618,0.09102844,56.28,-99,-99,-99,,Finance
60,ARE,long to hedge,MET,44.64021276,1.038385968,42.99,-99,-99,-99,,Finance
60,ARE,long to hedge,MFA,59.86497465,8.455504894,7.08,-99,-99,-99,,Finance
60,ARE,long to hedge,MIC,28.98110956,0.737808288,39.28,-99,-99,-99,,Finance
60,ARE,long to hedge,MKL,36.20103398,0.033340733,1085.79,-99,-99,-99,,Finance
60,ARE,long to hedge,MKTX,0,0,214.89,-99,-99,-99,,Finance
60,ARE,long to hedge,MMC,61.59987242,0.722663919,85.24,-99,-99,-99,,Finance
60,ARE,long to hedge,MPW,106.4256437,6.45003901,16.5,-99,-99,-99,,Finance
60,ARE,long to hedge,MS,90.22907995,2.063322203,43.73,-99,-99,-99,,Finance
60,ARE,long to hedge,MTB,239.2413628,1.4254982,167.83,-99,-99,-99,,Finance
60,ARE,long to hedge,NAVI,32.60634771,2.911281045,11.2,-99,-99,-99,,Finance
60,ARE,long to hedge,NDAQ,93.10555573,1.066990096,87.26,-99,-99,-99,,Finance
60,ARE,long to hedge,NLY,316.5352948,31.81259245,9.95,-99,-99,-99,,Finance
60,ARE,long to hedge,NNN,289.0469829,5.879718937,49.16,-99,-99,-99,,Finance
60,ARE,long to hedge,NRZ,39.80080172,2.381855279,16.71,-99,-99,-99,,Finance
60,ARE,long to hedge,NTRS,82.59410702,0.860355281,96,-99,-99,-99,,Finance
60,ARE,long to hedge,NYCB,84.7130233,8.898426818,9.52,-99,-99,-99,,Finance
60,ARE,long to hedge,O,321.712835,5.059173376,63.59,-99,-99,-99,,Finance
60,ARE,long to hedge,OFC,634.0938162,25.70303268,24.67,-99,-99,-99,,Finance
60,ARE,long to hedge,OHI,108.4929879,2.990435168,36.28,-99,-99,-99,,Finance
60,ARE,long to hedge,OMF,67.92042333,2.434423775,27.9,-99,-99,-99,,Finance
60,ARE,long to hedge,ORI,45.02413029,2.084450477,21.6,-99,-99,-99,,Finance
60,ARE,long to hedge,OUT,59.71332884,2.904344788,20.56,-99,-99,-99,,Finance
60,ARE,long to hedge,OZK,0,0,26.57,-99,-99,-99,,Finance
60,ARE,long to hedge,PACW,157.3976621,4.020374511,39.15,-99,-99,-99,,Finance
60,ARE,long to hedge,PB,219.018247,3.201553092,68.41,-99,-99,-99,,Finance
60,ARE,long to hedge,PBCT,275.9860671,17.39042641,15.87,-99,-99,-99,,Finance
60,ARE,long to hedge,PFG,123.7863471,2.553875533,48.47,-99,-99,-99,,Finance
60,ARE,long to hedge,PGR,16.26092602,0.255313645,63.69,-99,-99,-99,,Finance
60,ARE,long to hedge,PGRE,209.4980458,14.81598626,14.14,-99,-99,-99,,Finance
60,ARE,long to hedge,PK,77.55118295,2.556070631,30.34,-99,-99,-99,,Finance
60,ARE,long to hedge,PLD,233.4694574,3.48878448,66.92,-99,-99,-99,,Finance
60,ARE,long to hedge,PNC,153.7736192,1.158719156,132.71,-99,-99,-99,,Finance
60,ARE,long to hedge,PNFP,216.8518155,3.984781615,54.42,-99,-99,-99,,Finance
60,ARE,long to hedge,PRU,80.21683254,0.88111635,91.04,-99,-99,-99,,Finance
60,ARE,long to hedge,PSA,281.3836528,1.348268581,208.7,-99,-99,-99,,Finance
60,ARE,long to hedge,R,116.9927182,2.189644735,53.43,-99,-99,-99,,Finance
60,ARE,long to hedge,RE,92.08990379,0.429323561,214.5,-99,-99,-99,,Finance
60,ARE,long to hedge,REG,298.6502265,4.726226089,63.19,-99,-99,-99,,Finance
60,ARE,long to hedge,RF,176.1969989,11.13761055,15.82,-99,-99,-99,,Finance
60,ARE,long to hedge,RGA,113.5028277,0.777789541,145.93,-99,-99,-99,,Finance
60,ARE,long to hedge,RJF,67.43122733,0.886087087,76.1,-99,-99,-99,,Finance
60,ARE,long to hedge,RLGY,13.67640205,0.756856782,18.07,-99,-99,-99,,Finance
60,ARE,long to hedge,RNR,2.904758841,0.022475695,129.24,-99,-99,-99,,Finance
60,ARE,long to hedge,RPAI,114.0480854,9.504007114,12,-99,-99,-99,,Finance
60,ARE,long to hedge,RYN,238.2657122,7.542441033,31.59,-99,-99,-99,,Finance
60,ARE,long to hedge,SBAC,130.9586561,0.781329611,167.61,-99,-99,-99,,Finance
60,ARE,long to hedge,SBNY,76.22308782,0.656303494,116.14,-99,-99,-99,,Finance
60,ARE,long to hedge,SC,85.68331342,4.611588451,18.58,-99,-99,-99,,Finance
60,ARE,long to hedge,SCHW,148.4942155,3.309432037,44.87,-99,-99,-99,,Finance
60,ARE,long to hedge,SEIC,105.7440948,1.991789315,53.09,-99,-99,-99,,Finance
60,ARE,long to hedge,SITC,57.72830872,5.032982452,11.47,-99,-99,-99,,Finance
60,ARE,long to hedge,SIVB,199.8117417,0.873646722,228.71,-99,-99,-99,,Finance
60,ARE,long to hedge,SLG,175.0699625,1.888768611,92.69,-99,-99,-99,,Finance
60,ARE,long to hedge,SLM,90.78885742,8.980104592,10.11,-99,-99,-99,,Finance
60,ARE,long to hedge,SNH,33.44228345,2.491973431,13.42,-99,-99,-99,,Finance
60,ARE,long to hedge,SNV,131.5082984,3.623816435,36.29,-99,-99,-99,,Finance
60,ARE,long to hedge,SPG,143.8044443,0.785730763,183.02,-99,-99,-99,,Finance
60,ARE,long to hedge,SRC,166.0383209,21.96274086,7.56,-99,-99,-99,,Finance
60,ARE,long to hedge,STI,118.9486387,1.921625827,61.9,-99,-99,-99,,Finance
60,ARE,long to hedge,STL,132.5324224,7.32223328,18.1,-99,-99,-99,,Finance
60,ARE,long to hedge,STOR,264.718756,9.075034486,29.17,-99,-99,-99,,Finance
60,ARE,long to hedge,STT,21.75142254,0.301725933,72.09,-99,-99,-99,,Finance
60,ARE,long to hedge,STWD,8.389605586,0.382737481,21.92,-99,-99,-99,,Finance
60,ARE,long to hedge,SUI,253.0498015,2.474814684,102.25,-99,-99,-99,,Finance
60,ARE,long to hedge,SYF,38.34590186,1.494384328,25.66,-99,-99,-99,,Finance
60,ARE,long to hedge,TCBI,44.47232647,0.76229562,58.34,-99,-99,-99,,Finance
60,ARE,long to hedge,TCF,174.8503256,8.039095429,21.75,-99,-99,-99,,Finance
60,ARE,long to hedge,TCO,93.37369701,1.85191783,50.42,-99,-99,-99,,Finance
60,ARE,long to hedge,TFSL,276.366258,17.55821207,15.74,-99,-99,-99,,Finance
60,ARE,long to hedge,THG,93.17670876,0.844450868,110.34,-99,-99,-99,,Finance
60,ARE,long to hedge,TMK,190.8019127,2.216050089,86.1,-99,-99,-99,,Finance
60,ARE,long to hedge,TROW,173.0376643,1.830892649,94.51,-99,-99,-99,,Finance
60,ARE,long to hedge,TRV,76.35443451,0.597639594,127.76,-99,-99,-99,,Finance
60,ARE,long to hedge,TWO,0,0,14.07,-99,-99,-99,,Finance
60,ARE,long to hedge,UDR,287.8592225,6.991965569,41.17,-99,-99,-99,,Finance
60,ARE,long to hedge,UHAL,33.96151045,0.096966396,350.24,-99,-99,-99,,Finance
60,ARE,long to hedge,UMPQ,206.5802364,10.69809614,19.31,-99,-99,-99,,Finance
60,ARE,long to hedge,UNIT,296.6880819,15.70609221,18.89,-99,-99,-99,,Finance
60,ARE,long to hedge,UNM,114.971872,3.2404699,35.48,-99,-99,-99,,Finance
60,ARE,long to hedge,URI,36.45386547,0.322600579,113,-99,-99,-99,,Finance
60,ARE,long to hedge,USB,155.571246,2.898123062,53.68,-99,-99,-99,,Finance
60,ARE,long to hedge,V,65.49064689,0.487209098,134.42,-99,-99,-99,,Finance
60,ARE,long to hedge,VER,138.9922742,18.53230322,7.5,-99,-99,-99,,Finance
60,ARE,long to hedge,VICI,62.40724355,2.913503434,21.42,-99,-99,-99,,Finance
60,ARE,long to hedge,VIRT,0,0,25.63,-99,-99,-99,,Finance
60,ARE,long to hedge,VNO,195.3430654,2.803028632,69.69,-99,-99,-99,,Finance
60,ARE,long to hedge,VOYA,74.11765587,1.689483836,43.87,-99,-99,-99,,Finance
60,ARE,long to hedge,VRSK,63.60766879,0.529446219,120.14,-99,-99,-99,,Finance
60,ARE,long to hedge,VTR,215.0384849,3.504538542,61.36,-99,-99,-99,,Finance
60,ARE,long to hedge,WAL,104.9706881,2.255009412,46.55,-99,-99,-99,,Finance
60,ARE,long to hedge,WBS,125.7577094,2.143840937,58.66,-99,-99,-99,,Finance
60,ARE,long to hedge,WELL,128.0741136,1.84252789,69.51,-99,-99,-99,,Finance
60,ARE,long to hedge,WFC,118.7518445,2.264959841,52.43,-99,-99,-99,,Finance
60,ARE,long to hedge,WLTW,13.18221194,0.084107777,156.73,-99,-99,-99,,Finance
60,ARE,long to hedge,WPC,8.591824492,0.125961362,68.21,-99,-99,-99,,Finance
60,ARE,long to hedge,WRB,49.00600122,0.628443206,77.98,-99,-99,-99,,Finance
60,ARE,long to hedge,WRI,179.2129273,6.341575631,28.26,-99,-99,-99,,Finance
60,ARE,long to hedge,WTFC,174.65374,2.29415132,76.13,-99,-99,-99,,Finance
60,ARE,long to hedge,WTM,21.25752368,0.023370703,909.58,-99,-99,-99,,Finance
60,ARE,long to hedge,WU,75.70490494,4.107699671,18.43,-99,-99,-99,,Finance
60,ARE,long to hedge,WY,436.7922671,16.37766281,26.67,-99,-99,-99,,Finance
60,ARE,long to hedge,Y,86.76642153,0.139869139,620.34,-99,-99,-99,,Finance
60,ARE,long to hedge,ZION,210.1089503,4.459964982,47.11,-99,-99,-99,,Finance
60,,sell to open,BOH,-10000,-127.2264631,78.6,2.524237194,-99,-99,,Finance
60,BOH,long to hedge,ACC,109.4373605,2.528005556,43.29,-99,-99,-99,,Finance
60,BOH,long to hedge,ACGL,184.7065447,6.596662312,28,-99,-99,-99,,Finance
60,BOH,long to hedge,AFG,64.44784262,0.624979079,103.12,-99,-99,-99,,Finance
60,BOH,long to hedge,AFL,80.63367325,1.81648284,44.39,-99,-99,-99,,Finance
60,BOH,long to hedge,AGNC,91.22917612,5.213095779,17.5,-99,-99,-99,,Finance
60,BOH,long to hedge,AGO,79.70817888,1.971998488,40.42,-99,-99,-99,,Finance
60,BOH,long to hedge,AHL,266.9025897,6.415927637,41.6,-99,-99,-99,,Finance
60,BOH,long to hedge,AIG,42.92161562,0.978605007,43.86,-99,-99,-99,,Finance
60,BOH,long to hedge,AIV,160.3622883,3.475558915,46.14,-99,-99,-99,,Finance
60,BOH,long to hedge,AIZ,81.14213351,0.826884067,98.13,-99,-99,-99,,Finance
60,BOH,long to hedge,AJG,128.5585223,1.681382713,76.46,-99,-99,-99,,Finance
60,BOH,long to hedge,AL,91.75254218,2.447387095,37.49,-99,-99,-99,,Finance
60,BOH,long to hedge,ALL,18.88865046,0.214473152,88.07,-99,-99,-99,,Finance
60,BOH,long to hedge,ALLY,131.5635627,5.356822585,24.56,-99,-99,-99,,Finance
60,BOH,long to hedge,AMG,76.17137372,0.696455826,109.37,-99,-99,-99,,Finance
60,BOH,long to hedge,AMH,131.6180632,6.633974959,19.84,-99,-99,-99,,Finance
60,BOH,long to hedge,AMP,105.9326433,0.856782945,123.64,-99,-99,-99,,Finance
60,BOH,long to hedge,AMT,75.08948862,0.468401775,160.31,-99,-99,-99,,Finance
60,BOH,long to hedge,AMTD,100.9444801,1.939747888,52.04,-99,-99,-99,,Finance
60,BOH,long to hedge,ANAT,59.50100742,0.474527533,125.39,-99,-99,-99,,Finance
60,BOH,long to hedge,AON,100.9122055,0.626511489,161.07,-99,-99,-99,,Finance
60,BOH,long to hedge,APLE,13.26561285,0.844943494,15.7,-99,-99,-99,,Finance
60,BOH,long to hedge,ARE,250.4481907,2.053695701,121.95,-99,-99,-99,,Finance
60,BOH,long to hedge,ASB,188.6285373,8.280445009,22.78,-99,-99,-99,,Finance
60,BOH,long to hedge,ATH,132.4707261,2.982231565,44.42,-99,-99,-99,,Finance
60,BOH,long to hedge,AVB,290.7029732,1.559147081,186.45,-99,-99,-99,,Finance
60,BOH,long to hedge,AXP,136.6901035,1.28347515,106.5,-99,-99,-99,,Finance
60,BOH,long to hedge,AXS,33.30537596,0.620558524,53.67,-99,-99,-99,,Finance
60,BOH,long to hedge,BAC,113.4761394,4.1612079,27.27,-99,-99,-99,,Finance
60,BOH,long to hedge,BBT,194.0318199,3.848310589,50.42,-99,-99,-99,,Finance
60,BOH,long to hedge,BDN,336.9987614,23.93457112,14.08,-99,-99,-99,,Finance
60,BOH,long to hedge,BEN,84.90199037,2.630988236,32.27,-99,-99,-99,,Finance
60,BOH,long to hedge,BGCP,48.5944916,4.717911806,10.3,-99,-99,-99,,Finance
60,BOH,long to hedge,BHF,47.68431809,1.235985435,38.58,-99,-99,-99,,Finance
60,BOH,long to hedge,BK,130.7884564,2.61786342,49.96,-99,-99,-99,,Finance
60,BOH,long to hedge,BKU,197.2750165,5.985285695,32.96,-99,-99,-99,,Finance
60,BOH,long to hedge,BLK,60.22210982,0.147740812,407.62,-99,-99,-99,,Finance
60,BOH,long to hedge,BOH,353.6590985,4.499479624,78.6,-99,-99,-99,,Finance
60,BOH,long to hedge,BOKF,117.2598196,1.405824476,83.41,-99,-99,-99,,Finance
60,BOH,long to hedge,BPOP,49.70450994,0.930796066,53.4,-99,-99,-99,,Finance
60,BOH,long to hedge,BRK.B,128.9324446,0.611459948,210.86,-99,-99,-99,,Finance
60,BOH,long to hedge,BRO,126.6141646,4.477162821,28.28,-99,-99,-99,,Finance
60,BOH,long to hedge,BRX,111.7316025,7.21780378,15.48,-99,-99,-99,,Finance
60,BOH,long to hedge,BXP,134.1536929,1.067847591,125.63,-99,-99,-99,,Finance
60,BOH,long to hedge,C,128.862103,2.049659663,62.87,-99,-99,-99,,Finance
60,BOH,long to hedge,CACC,46.84051511,0.116623133,401.64,-99,-99,-99,,Finance
60,BOH,long to hedge,CB,52.84809949,0.39915483,132.4,-99,-99,-99,,Finance
60,BOH,long to hedge,CBOE,0,0,107.97,-99,-99,-99,,Finance
60,BOH,long to hedge,CBRE,66.83523341,1.581899016,42.25,-99,-99,-99,,Finance
60,BOH,long to hedge,CBSH,284.6684506,4.341443505,65.57,-99,-99,-99,,Finance
60,BOH,long to hedge,CCI,188.584288,1.722702914,109.47,-99,-99,-99,,Finance
60,BOH,long to hedge,CFG,71.29474528,2.008302684,35.5,-99,-99,-99,,Finance
60,BOH,long to hedge,CFR,205.3227728,2.085553812,98.45,-99,-99,-99,,Finance
60,BOH,long to hedge,CIM,90.36662499,4.832439839,18.7,-99,-99,-99,,Finance
60,BOH,long to hedge,CINF,29.07320772,0.365516818,79.54,-99,-99,-99,,Finance
60,BOH,long to hedge,CIT,97.91215607,2.212704092,44.25,-99,-99,-99,,Finance
60,BOH,long to hedge,CLNY,65.45503267,10.98238803,5.96,-99,-99,-99,,Finance
60,BOH,long to hedge,CMA,189.099401,2.392149285,79.05,-99,-99,-99,,Finance
60,BOH,long to hedge,CME,7.612871304,0.040065635,190.01,-99,-99,-99,,Finance
60,BOH,long to hedge,CNA,44.19548087,0.957026437,46.18,-99,-99,-99,,Finance
60,BOH,long to hedge,COF,106.6085824,1.233324645,86.44,-99,-99,-99,,Finance
60,BOH,long to hedge,CONE,423.7455764,8.019409091,52.84,-99,-99,-99,,Finance
60,BOH,long to hedge,COR,336.2864178,3.612487032,93.09,-99,-99,-99,,Finance
60,BOH,long to hedge,CPT,201.3334144,2.144125819,93.9,-99,-99,-99,,Finance
60,BOH,long to hedge,CUBE,189.5283613,6.248874425,30.33,-99,-99,-99,,Finance
60,BOH,long to hedge,CXP,180.2005536,8.361974647,21.55,-99,-99,-99,,Finance
60,BOH,long to hedge,DEI,265.943374,7.527409398,35.33,-99,-99,-99,,Finance
60,BOH,long to hedge,DFS,284.0588412,4.128162203,68.81,-99,-99,-99,,Finance
60,BOH,long to hedge,DLR,482.1695083,4.415067377,109.21,-99,-99,-99,,Finance
60,BOH,long to hedge,DRE,299.299527,10.58343448,28.28,-99,-99,-99,,Finance
60,BOH,long to hedge,ELS,274.4657238,2.810421092,97.66,-99,-99,-99,,Finance
60,BOH,long to hedge,EPR,247.2845733,3.495188316,70.75,-99,-99,-99,,Finance
60,BOH,long to hedge,EQC,295.8903684,9.547930571,30.99,-99,-99,-99,,Finance
60,BOH,long to hedge,EQIX,558.717303,1.459211008,382.89,-99,-99,-99,,Finance
60,BOH,long to hedge,EQR,252.387437,3.631473913,69.5,-99,-99,-99,,Finance
60,BOH,long to hedge,ERIE,0,0,131.46,-99,-99,-99,,Finance
60,BOH,long to hedge,ESRT,193.1755494,12.58472634,15.35,-99,-99,-99,,Finance
60,BOH,long to hedge,ESS,226.1614565,0.87408772,258.74,-99,-99,-99,,Finance
60,BOH,long to hedge,ETFC,132.7266955,2.614274089,50.77,-99,-99,-99,,Finance
60,BOH,long to hedge,EV,106.8215046,2.569059755,41.58,-99,-99,-99,,Finance
60,BOH,long to hedge,EVR,111.6482505,1.398750319,79.82,-99,-99,-99,,Finance
60,BOH,long to hedge,EWBC,229.1290332,4.471682927,51.24,-99,-99,-99,,Finance
60,BOH,long to hedge,EXR,219.4781139,2.362774399,92.89,-99,-99,-99,,Finance
60,BOH,long to hedge,FAF,84.61617899,1.823231609,46.41,-99,-99,-99,,Finance
60,BOH,long to hedge,FCE.A,0,0,25.27,-99,-99,-99,,Finance
60,BOH,long to hedge,FCNCA,182.0529861,0.426273733,427.08,-99,-99,-99,,Finance
60,BOH,long to hedge,FHB,182.5904628,7.330006535,24.91,-99,-99,-99,,Finance
60,BOH,long to hedge,FHN,232.3381274,14.3595876,16.18,-99,-99,-99,,Finance
60,BOH,long to hedge,FITB,273.8772896,10.21930185,26.8,-99,-99,-99,,Finance
60,BOH,long to hedge,FNB,256.0425087,21.17804042,12.09,-99,-99,-99,,Finance
60,BOH,long to hedge,FNF,137.4890777,4.210997785,32.65,-99,-99,-99,,Finance
60,BOH,long to hedge,FRC,81.96026031,0.874056311,93.77,-99,-99,-99,,Finance
60,BOH,long to hedge,FRT,375.2683397,2.906578419,129.11,-99,-99,-99,,Finance
60,BOH,long to hedge,GLPI,224.6803501,6.745132094,33.31,-99,-99,-99,,Finance
60,BOH,long to hedge,GS,84.60610168,0.439284017,192.6,-99,-99,-99,,Finance
60,BOH,long to hedge,HBAN,242.1015382,16.78928836,14.42,-99,-99,-99,,Finance
60,BOH,long to hedge,HCP,194.3937235,6.735749254,28.86,-99,-99,-99,,Finance
60,BOH,long to hedge,HGV,9.397544439,0.31997087,29.37,-99,-99,-99,,Finance
60,BOH,long to hedge,HHC,98.85823564,0.911892221,108.41,-99,-99,-99,,Finance
60,BOH,long to hedge,HIG,139.4992369,3.145416841,44.35,-99,-99,-99,,Finance
60,BOH,long to hedge,HIW,486.9040418,11.25269336,43.27,-99,-99,-99,,Finance
60,BOH,long to hedge,HPP,453.451282,15.05482344,30.12,-99,-99,-99,,Finance
60,BOH,long to hedge,HPT,182.6092537,6.948601738,26.28,-99,-99,-99,,Finance
60,BOH,long to hedge,HST,48.51207402,2.547903047,19.04,-99,-99,-99,,Finance
60,BOH,long to hedge,HTA,265.1970117,9.70706485,27.32,-99,-99,-99,,Finance
60,BOH,long to hedge,IBKR,63.60021492,1.229702531,51.72,-99,-99,-99,,Finance
60,BOH,long to hedge,ICE,16.55572498,0.208694378,79.33,-99,-99,-99,,Finance
60,BOH,long to hedge,INVH,45.54064081,2.185251478,20.84,-99,-99,-99,,Finance
60,BOH,long to hedge,IRM,140.9829462,4.328613638,32.57,-99,-99,-99,,Finance
60,BOH,long to hedge,IVZ,15.64098393,0.776998705,20.13,-99,-99,-99,,Finance
60,BOH,long to hedge,JBGS,45.14586567,1.130342155,39.94,-99,-99,-99,,Finance
60,BOH,long to hedge,JEF,126.4083849,6.019446899,21,-99,-99,-99,,Finance
60,BOH,long to hedge,JLL,29.93586193,0.21631521,138.39,-99,-99,-99,,Finance
60,BOH,long to hedge,JPM,107.0811398,0.994808062,107.64,-99,-99,-99,,Finance
60,BOH,long to hedge,KEY,203.1475836,11.25471377,18.05,-99,-99,-99,,Finance
60,BOH,long to hedge,KIM,117.4123203,7.57010447,15.51,-99,-99,-99,,Finance
60,BOH,long to hedge,KRC,566.3953013,8.381108335,67.58,-99,-99,-99,,Finance
60,BOH,long to hedge,L,95.42317825,2.017403346,47.3,-99,-99,-99,,Finance
60,BOH,long to hedge,LAMR,44.55136265,0.605399683,73.59,-99,-99,-99,,Finance
60,BOH,long to hedge,LAZ,62.59095296,1.612337789,38.82,-99,-99,-99,,Finance
60,BOH,long to hedge,LM,139.2323961,4.923352054,28.28,-99,-99,-99,,Finance
60,BOH,long to hedge,LNC,65.05101287,1.062925047,61.2,-99,-99,-99,,Finance
60,BOH,long to hedge,LPLA,87.85422842,1.4397612,61.02,-99,-99,-99,,Finance
60,BOH,long to hedge,LPT,116.4137783,2.664540587,43.69,-99,-99,-99,,Finance
60,BOH,long to hedge,LSI,253.6775677,2.635611093,96.25,-99,-99,-99,,Finance
60,BOH,long to hedge,MA,43.94984088,0.234199301,187.66,-99,-99,-99,,Finance
60,BOH,long to hedge,MAA,282.2361694,2.791653505,101.1,-99,-99,-99,,Finance
60,BOH,long to hedge,MAC,82.31852748,1.689278216,48.73,-99,-99,-99,,Finance
